ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
MkrHiMXY;7286;MPSA No. 073-97-VIII;1997-08-20;2022-08-20;25;MPSA was cancelled.
vSISoUof;7287;MPSA No. 190-2004-XIII;2004-02-06;2029-02-06;25;"Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.

The DENR is also cancelling the MPSAs in Dinagat and Surigao, including the company Phigold Metallic Ore and some other companies reported last 2017."
g4Ep8KQT;7288;MPSA No. 051-96-III;1996-09-17;2021-09-17;25;
BQcldtr7;7289;MPSA No. 063-97-IX;1997-04-10;2022-04-10;25;
X4Czmzwd;7290;MPSA No. 103-98-XIII;1998-02-23;2023-02-23;25;Cancellation order for the contract was issued on February 8, 2017.
2e7pw51_;7291;MPSA No. 193-2004-VII;2004-05-22;2029-05-22;25;Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.
3B0oWH83;7292;MPSA No. 056-96-III;1996-10-23;2021-10-23;25;
zQ3PL-pF;7295;;2009-10-22;2059-10-22;50;"70 year contract duration from MAFF website 
https://data.opendevelopmentmekong.net/dataset/ae47bf79-72a4-461e-81c7-0e6e593166c2/resource/0e6323ae-9afc-492a-a081-71d19651ddb6/download/pdacambodia21.06.2011.pdf"
fkvKyCLp;7305;;2011-08-25;;50;
vs4w3P06;7318;;2011-01-03;;;Chan Sophea Aphivath Co., Ltd., is a local company located in Domrey Phung and Kompong Domrey Commune, Chloung District, Kratie Province, Kingdom of Cambodia, which was founded in 2009 and was granted 5, 088 hectares of economic lands concession from the Royal Government of Cambodia in Chloung District, Kratie in accordance to a decree no. ១៧៥ អ.ន.ក្រ.ប.ក in 30th December, 2010 in order to contribute to developing country's economy and preserve local resources and nature.
NM4IWgX_;7326;;2011-05-20;;;
ufSgoO2r;7330;;2007-03-16;;70;From Mean Rithy Co. Ltd., the contract was transferred to Phoeuk Va Rubber Development Kampong Thomin 2011).
5DP9WtZu;7331;;2010-11-30;;;
ZnrRX376;7333;Sub-decree No. 32;2011-02-22;;;Sub-Decree on Determining Management Zone in Nature Protection Area as Sustainable Use Zone: Determining 63 hectares as sustainable use zone in Dorng Peng Multiple Use Area in Chroy Svay commune, Sre Ambel district, Koh Kong province, and granting the land for fisheries farming and participating in coastal mangrove forest conservation to Chan Roth Group company.
A-MXEtOq;7339;;2011-11-08;;50;
fADCESc1;7341;;2010-01-23;;;
WSCauv5X;7349;;2010-11-11;;50;
fFSvA78R;7350;;2011-09-22;;50;
SiTYIxla;7352;;2011-08-16;;;
XCp2ZS2S;7359;;2003;2031;30;"Possibility of renewal. The contract was revised in December 2015.
The Ahafo mine operates on three mining leases between the Government of Ghana and Newmont Ghana Gold Ltd."
-Jj_yhsj;7360;;2010;2025;15;
m3IJoNbW;7375;;2011-05-20;;50;
_4rbTJC7;7389;10-041;2010-12-20;2040-12-20;30;
Ckw4h9EJ;7390;;2016;2020-06;5;
kS_aSjXq;7391;10.042;2001-10-05;2031-10-05;30;FMU number 10.042
5JtJgPpb;7392;10-061;2001-10-12;;;FMU 10-061, logging certificate 1021
uTUe97lW;7396;;2004-04-08;2019-04-07;15;"The company have re-applied for an extension of the term of its mining lease.
The Chirano mining lease expired on April 7, 2019 and an application to extend the term of the mining lease was filed prior to its expiration. On August 9, an extension for an additional 15 years was received, subject to finalizing details of a new mining lease with the Government of Ghana. A proposed new mining lease submitted by the Government of Ghana was signed in December 2019. The lease is currently awaiting final ratification by Parliament."
yroDxXQk;7396;;2019-08-09;2034-08-08;15;On August 9, an extension for an additional 15 years was received, subject to finalizing details of a new mining lease with the Government of Ghana. A proposed new mining lease submitted by the Government of Ghana was signed in December 2019. The lease is currently awaiting final ratification by Parliament.
6Lx33MFm;7398;;2012-12-31;;50;The contract was originally signed 2011, in 2012 the contract was surrendered and a new contract was signed 31/12/2012.
hgiMr7YP;7399;;2011-11-18;2061-11-17;50;
r26_bDaM;7400;Plantation Business License 525/352 / EK / 2005;2005-01-01;;;
QRQWcgiB;7400;HGU 24 / HGU / BPN / 06;2015-09-15;2040-09-15;25;
qpw7eZbi;7400;IPKH189 / Kpts-II / 2000;;;;
ZJyeu4qJ;7401;1056;2010-12-20;2040-12-20;;It has as concession number 1056. This area is FMU number 10.044
_lK1x3wF;7402;1027;;;;It has as concession number 1027. FMU number 07-002
FxXGOcWa;7403;;2000-03-14;2030-03-14;30;FMU number 10.009
Sri_2yYM;7404;;2000-10-20;2030-10-20;30;FMU number 00.003
sKGgHS3-;7405;130;2015-04-14;;3;It has as concession number 1030. FMU number 08.008
BPlU9U6G;7406;CFMA 5 (Numopoh);2016-05-12;;5;Agreement subject to periodic review every 2 years.
B6f8epJE;7407;551.31/0584/Disbun.C;2006-03-15;;;
fbVlyVqg;7409;SK HTI no. 155/Menhut- II/2009;2009-04-03;;;"SK HTI No. 4061/Menhut-VI/BPPHH/2005 pembaharuan ijin per 5 th
SK HTI no. 155/Menhut- II/2009
SIUP no. 005/25-06/PB/VI/2012 . 20 JUNI 2012 - 20 Juni 2017"
Cf4IVcf2;7410;SK Menteri Kehutanan dan Perkebunan No.951/Kpts-II/1999;1999-10-14;2054-10-14;55;"IUPHHK-HA PT Gema Hutani Lestari, dahulu bernama PT Gema Sanubari berdasarkan SK Menteri Pertanian No.48/Kpts/Um/I/1978 tanggal 25 Januari 1978.
Setelah habisnya masa IUPHHK-HA ini pada tanggal 25 Mei 1998, areal ini dicadangkan kembali oleh Departemen Kehutanan dan Perkebunan kepada PT Gema Sanubari (yang berpatungan dengan BUMN PT Inhutani I), dengan SK No.67/Menhutbun-IV/1998
Pada tanggal 14 Oktober 1999, perusahaan patungan PT Gema Hutani Lestari mendapat ijin UPHHKA-HA tetap berdasarkan SK Menteri Kehutanan dan Perkebunan No.951/Kpts-II/1999 seluas 148.450 ha selama jangka waktu 55 (lima puluh lima) tahun di Kelompok Hutan P. Buru, Provinsi Dati I Maluku."
fylG7Ks3;7411;08-009;2000-10-06;2030-10-06;30;It has as concession number 1031
-kpzMZYI;7412;09-015;2001-01-11;2031-01-11;30;
j8zUtsoi;7413;09-019;2000-10-25;;;
PLlRaKc0;7414;09-024;2011-12-02;2041-12-02;30;
0pDOgNvG;7417;PDoAFF02-07-2019;2011-08-13;;70;
_h3bmXjj;7417;PDoLVT_30-05-2021;2015-09-10;;50;
QoQ48cSe;7419;;2012-01-18;;50;
kAP6-Ha8;7420;;2007-01-23;;70;
dAJ4aK3C;7421;;2007-09-07;;70;
1K-LU36e;7422;;2012-09-14;;;The project has been cancelled by the government. The contract authority is the Ministry of Agriculture, Forestry, and Fishery
Ilr3fGum;7423;;2011-06-14;;70;
ckdz7arH;7425;10-020;2012-04-27;2042-04-27;30;FMU number 10.020 classified in 2005-01-26 and attributed in 2012-04-27
QdCq9ry1;7426;1040;2000-10-12;;;FMU 10-026, concession number 1040, exploitation notice No 2385. FMU number 10.026  attributed to ALPICAM in 2000-10-12 and classified in 2005-01-26
nN6ujhe6;7427;10-031;2016-05-03;2031-05-02;15;FMU number 10.031 attributed in 2010-10-21 and classified in 2017-01-17. The Cahier de Charges is valid for 15 years from 3 May 2016
_yeK6AGe;7428;1043;2000-10-23;;;FMU number 10.038 attributed to CAMBOIS in 2000-10-23 but classified in 2010-03-31. Concession number 1043
OwkmjbKZ;7429;10.045;2007-10-09;;;FMU number 10.045 attributed to FIPCAM in 2007-10-09 and classified as an FMU in 2017-01-17
vBXKQziN;7430;10-046;2000-12-15;;;FMU number 10.046  attributed to SCTB Sarl in 2000-12-15 but classified as an FMU in 2017-01-17
xFjdzmhe;7431;10-062;2000-10-20;;;FMU number 10.062 classified as a FMU in 2004-12-08 and attributed to PANAGIOTIS MARELIS IN 2000-10-20
lUr93Y23;7434;;2014-08;;;
8ZOSlXji;7439;;2012-03-16;;;
bXMpt6_h;7440;;1998-12-03;;;
sEu4dqNI;7444;MPSA No. 194-2004-VII;2004-05-22;2029-05-22;25;
Mf97EHKc;7446;;2007-11-12;;;
YXaN766K;7450;;2011-03-01;;;
GEm25xnA;7451;;2011-03-29;;50;
F8OFANA2;7452;;2011-09-14;;50;
Ws3bU4DA;7454;;2011-10-24;;;
6WNke0In;7455;;2010-01-29;;;
X3MBZ-q2;7456;;2012-01-16;;50;
HE35MXG-;7458;;2011-08-12;;50;
tYSwVE_7;7459;;;;50;
eVoqKrXh;7460;;2012-07-06;;70;
EjR_Fnog;7464;;;;50;
WyH8n11k;7468;;2011-12-13;;50;
bsdn90Iw;7470;PDoAFF02-07-2019;2019-02-07;;;
qxwtirV1;7470;PDoVLT_30-05-2021;2021-05-30;;;
P1b1uNPP;7470;subdecreeno92_12-06-2012;2012-06-12;;;
vJr26hFa;7471;;;;50;
01d_TBa6;7472;;;;50;
b1X-V7fy;7473;;1999-09-13;;50;
zPd_kfqH;7474;;;;50;Per notification no.1022, dated 31 August 2015, ELC term was reduced to 50 years.
eteb5GhM;7475;;2012-06-12;;70;Per sub-decree no.91, dated June 12 2012, the ELC investment for 70 years was granted to LKL Construction Co., Ltd.
Cb5sJSvA;7476;;;;70;
dNTYi3n8;7478;;;;50;The Office of the Council of Ministers decided to permit Investment and Development Dai Thanh (Cambodia) J.S.C Ltd to continue procedures in forces over land areas after compensation or cutting non-cultivated land and then re-sign the contracts, and reduce the term of economic land concessions (ELCs) up to 50 years.
3N3z_rSH;7480;;2009-08-13;;50;The Office of the Council of Ministers decided to permit Samnang Angkor Development Ltd. to continue procedures in forces over land areas after compensation and then re-sign the contracts, and reduce the term of economic land concessions (ELC) up to 50 years.
hsLJZhXB;7482;;2008-09-23;;;
KuDlufhr;7484;;2008-08-21;;;
4PcQJbag;7485;;2007-12-12;;;
nss0X3fO;7491;;2008-07-04;;50;*In Cambodia, the company was granted an ELC of 4,162 hectares in Bousra commune in July 2008 for 70 years. Based on the results of the inter-ministerial committee meeting for assessment, measurement and evaluation of the economic land concessions (ELCs) dated on 9 March 2015, the Office of the Council of Ministers decided to permit companies to continue procedures in forces over land areas after compensation and then re-sign the contracts, and to reduce the term of ELCs up to 50 years.
L9pAmz35;7492;;2010-12-03;;;
yJk2T9pe;7493;;2011-05-30;;;
MSn0dXUp;7494;;2017;2022;5;Lease agreement would be reviewed every 5 years .
f3A7xglR;7500;1048;2000-10-10;;;Classified as a FMU in 2005-01-26. This concession was initially attributed to SIBAF and later handed over to ALPICAM in 2005. Concession number 1048
6TtRlwBC;7505;99/HGU/BPN/2004;2004-01-01;2029-01-01;25;
2i_OuMEB;7506;172 year 2006;2006-06-14;;;this is number of Permitted Area (Izin Lokasi)
RwGrQicW;7506;422 year 2008;2008-11-11;;;this is number of Permitted Area (Izin Lokasi)
6lJMikDa;7506;416 year 2009;2009-11-09;2034-01-01;2034;this is number of Permitted Area (Izin Lokasi)
3ef0AVTf;7506;420 year 2010;2010-07-28;;;"this is number of Plantation Business Permit
(Izin Usaha Perkebunan)"
PWxgVxx2;7507;529 year 2009;2009-12-20;;;legal documen is Location Permit (Izin Lokasi)
4qV6SQZn;7507;81/PEM/2016;2018-02-05;;;legal documen is Location Permit (Izin Lokasi)
k-nv4Z-q;7507;82/PEM/2016;2018-02-05;;;legal documen is Location Permit (Izin Lokasi)
HOwOi60R;7507;170/DPMPTSP-D.B/2018;2018-05-16;;;legal documen is Plantation Permit (Izin Usaha Perkebunan)
gaOnQqgV;7513;;2005-02-22;2020-06;16;This is an 16 years contract for high rise housing building.
jD-PoXaN;7514;;2012;2030;18;Handed to Army by the government in 2012 with the aim to achieve “Forces Goal 2030”.
WHdlImUk;7518;;2016;;;Present District Commissioner of Habiganj, Sabina Alam registered the 206.794 Hector Lands for BEZA in October, 2016. Yet the work is not started.
iOaN2BDE;7521;;;;50;BEZA leased land to six investors by 50 years agreement.
VhTsjRdM;7535;;2017;2022;5;The project will take five years to complete, and generate employment, enhance trade and tourism.
VCtrJcN6;7545;4006/5/A&L/1414;2009-11-23;;;The housing project of Jolshiri Abason was accepted by the government in principle through PMs office, AFD, Administration and Management Directorate, Dhaka Cantonment letter no 4006/5/A&L/1414 dated 23 Nov 2009.
AA4siBN1;7560;IUPHHK-HT No. 2 th 2008;2008-01-03;;35;
BPtgmPhm;7561;iuphhk-ht no. 236/menhut II/2011;2011-04-21;;;
PM2tlbuz;7562;SK No. 931/Kpts-II/1999 jo. SK.484/Menhut-II/2011;1999-10-14;;;
GHHm85Pa;7562;SK.484/Menhut-II/2011;2011-08-19;;;
EOtJo47R;7563;No.SK603/Menhut-II/2009;2009-10-02;;;
Eu-jJY-Z;7564;SK HTI no 87/menhut IV/2007;2007-03-22;2027;20;
QBR8GetG;7566;sk hti no. 153/2002;2002-05-31;;35;
5O0dTUKg;7567;No SK.719/MENHUT-II/2009;2009-10-19;;35;
r17qGIVv;7567;SK.326/Menlhk/Setjen/PLA.2/7/2018;2018-07-23;;;regarding Permit Work Area Determination Business of Utilization of Timber Business Results in PT Wana Hijau Industrial Plantation Forest Pesaguan area of ​​80,024 Ha
3hnwuJgF;7568;216/Kpts-V/1992;1992-02-21;;35;
PO1KI7QG;7569;201/Menhut-II/2011;2011-04-08;;;
vVsxBDdQ;7580;sk.322/MENHUT-II/2009;2009-05-29;;35;
08waarKc;7581;SK.481/Menhut-II/2013;2013-07-04;;36;
1mmrHt1q;7582;SK.79/kpts-11/1997;1997-06-02;1997;35;
EVpbcUCH;7583;532 tahun 2009;2009-12-30;;;Permitted Area (Izin Lokasi)
ZikGFyuw;7583;165/DPMPTSP-D B/2019;2019-04-22;;;"Plantation Business Permit 
(Izin Usaha Perkebunan)"
h8SJVNPn;7584;sk 631/menhut-ii/2013;2013-09-23;;60;
sLDlSRGp;7585;SK.670/MENHUT-II/2009;2009-10-15;;35;
k2piYImc;7586;sk 59/menhut-ii/2007;2007-02-22;;;
vh_wUcod;7587;sk 231/menhut-ii/2013;2013-04-04;;3;every 3 years company should re permit
6CA10yo7;7589;SK. 1616/Kpts-II/2001;2001-10-31;;;
2Iz67zZ9;7590;SK.337/Menhut-II/2004;2004-09-17;;;About Permission Business Utilization of Timber Forest Products In imber Company Class Plantation Fiber
PLw3uPe7;7590;SK.688/Menhut-II/2010;2010-12-13;;;Addendum to the Decree of the Minister of Forestry
YD6E2nD-;7591;401/Menhut-II/2006;2006-07-19;;;
A2sCDSuW;7591;SK.333/Menlhk/Setjen/PLA.2/7/2018;2018-07-15;;;
d5SxTinr;7593;SK.351/Menhut-II/2004;2004-08-05;;;
MVo9t-kv;7593;SK 44/MENHUT-II/2005;2005-01-01;;;add
WGVO9dWJ;7594;SK697/mENHUT-II/2010;2010-12-16;2070-12-16;60;
xg3nLh7n;7596;366/Kpts- II/2003;2003-05-07;;;
0BtyZN6d;7596;SK.687/Menhut-  II/2010;2010-12-13;;;
row0_CWV;7597;SK.390/MENHUT-II/2006;2006;;35;
UoI9M4SI;7598;SK HTI:308/MENHUT-II/2011;2011-02-06;;;
3hRA0kbW;7599;sk hti 169/menhut-ii/2005;2005-06-16;;;for forest plantation
myVo0Usc;7599;Minister of Forestry Decree SK Menhut No 252/Menhut-IV/1998;1998-02-26;;;for rubber plantation
L_pUFkTA;7600;338/Menhut-II/2004;2004-09-07;;;
ckd-Q2i_;7600;417/Menhut-II/2004;2004-10-19;;;Addendum: concerning the Renewal of Business Permit for the Utilization of Timber Forest Products in Plantation Forests
a7Fn7zBO;7601;sk 583/kpts-ii/1997;1997-09-05;;;SK No. 583/Kpts-II/1997 jo. SK.611/Menhut-II/2012 tgl. 31 Oktober 2012
Z3Z-AsH_;7602;SK. 747/Menhut-II/2012;2012-12-21;;;
SAbqnFYZ;7603;sk 5984/menhut-iv/brpuk/2014;2014;;;
_GeZUG8E;7604;sk 47/menhut-ii/2006;2006-03-06;;;First contract signed in 1992 (sk hti 224/Kpts-II/92, 21-2-1992)
hLu2USxX;7605;SK No. 161/Kpts-II/1997;1997-03-24;;;
g097EOic;7606;SK BUPATI INDRAGILI NO.KPTS.74/IV/2002;2002-04-11;;35;
7cy_x0lm;7606;MENHUT NO.122/MENHUT II/2007;2007-04-02;2007;35;
JCdC0TtA;7607;sk:840/kps.840/kpts-II/1999;1993-07-06;2048-07-05;55;
edCTkOXo;7607;513/Menhut-II/2005;2005;;;
GiZnZ7CC;7608;sk hti:326/menhut-VI/BUH;2011;;;still an application, not yet approved
IgX-P8p5;7609;sk HTI:70/Menhut-II/2005;2005;;;Decision Letter: 1013/Kpts/III/Hut/2013 (18 Maret 2013)
xs7hhIir;7619;;2014-01-21;;;
AXHe1Zoq;7620;;;;25;The lease agreement is for 25 years.
VgPjlk9y;7621;;2009;;15;leased from 830 individual  Landowners as at April 2018)
XAO6-2zS;7625;;2010;2025;15;leased land directly from landowners.
qOyfwDGx;7626;Portant Concession De Baux Emphyteotiques [Convention 0006];2012-11-13;2062-11-12;50;Once renewable for a maximum of 49 years
Cg1fhqSI;7627;;2019;;;
fnFqgRKD;7628;;2012-11-13;2062-11-12;50;Renewable once for maximum 49 years
gCtm24mC;7629;;2015-04-22;2065-04-21;50;Mouila Lot 3 - 23,780ha. Period of 50 years, renewable once
a5x-aTk3;7629;;2016-09-27;2065-09-26;49;Mouila Lot 3 Extension - 14,530ha. 49 year lease, renewable to 99 year.
5Ctfum6t;7651;;2007;;;
eotjRFAR;7654;;;;30;
pSKcAm9A;7657;;2017-04-26;2024-04-26;7;Under the judicial decision.
YcKExnww;7657;33434803;2019-09-23;2026-09-16;7;Land plot sized 11, 50 ha (leased in Matviivka village) 
wn3u6kJK;7657;37097239;2020-06-24;;;Land plot sized 1,4 ha (leased in Radoshimiv village)
JQ7bWSAA;7659;10-005A;2006;2036;30;Concession number 1051 which is FMU number 10-005(A) was classified in 2005-01-26. It was first attributed to STBK temporarily  from the year 2001-2004
ZxJcjahy;7663;№2 ;2013-10-16;2023-10-16;10;Size - 3,89 ha 
3TygpoeG;7668;;2016-07-01;;10;"Under the judicial decision, the Contract was concluded between natural person and Company 2016-07-01; overall size = 5,3698 ha; cadastral numbers are 4825486300:07:000:0675, 4825486300:01:000:1814, 4825486300:05:000:0641, 4825486300:01:000:1813 in Mykolaivska Region. Under the judicial decision this contract was recognised as unvalid 2018-06-14 (according to the information from decision there was forgery of documents)."
YOBEFVQG;7668;;2009-01-12;;5;"Under the judicial decision, the contract was concuded between natural person and Company in 2009; overall size = 5,67 hа; cadastral numbers are 4825486300:01:000:0352, 4825486300:07:000:0443 in Mykolaivska Region."
-3qEk7aK;7672;;2016-11-15;2115-11-15;99;
bCf7AtIw;7680;;2009-05-15;;;"The contract was concluded (oral agreement) between Company and the Head of local government regarding lease of reserve land without any payments: size 39 ha; this decision was illegal - the norms of land law was violated."
WjF0jTGW;7680;;2014-06-04;2017-11-02;3;The lease of lang belonging to the State. Size - 30 ha. Lease payment - 5% from monetary valuation of the land.
YHFmXatD;7683;;2014-02-09;;30;
biliphFW;7689;;2013-10-09;2018-10-09;5;"Under the judicial decision, the contract was concuded; land plots - 6822181300:03:015:0240, 6822181300:03:015:0241, 6822181300:03:015:0242."
kF47D97L;7701;;2014-03-28;2029-03-28;15;The owner of land was State, cadastral number 7123180500:03:002:0391 size 2,1360 ha.
YSKG88D8;7722;;;;;"China EXIM Bank agreed to provide a loan of $215.96 million (Nepali Rupees 23.26 billion) on March, 2016 at 2% per annum

http://www.nepaliaviator.com/pokhara-regional-international-airport-facts-figures/"
hGCQb7M6;7726;;2016-03-31;2115-03-31;99;
