ID;Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
vhPacVmf;6024;Exact location;Myeik, Myanmar (Burma);11.95007,99.05982;;;Myeik District,Tanintharyi (location is given on map cited in sources)
UKwF2Ahq;6025;Coordinates;Myeik, Myanmar (Burma);12.28215,98.9181;;;affecting several villages in Myeik such as Band Mae
Heo9gSIc;6026;Coordinates;Myeik, Tanintharyi Region, Myanmar (Burma);11.81169,99.53718;;;Maw Taung town (Mawdaung), Myeik District
Tl4Y9prv;6027;Coordinates;Myeik, Tanintharyi, Myanmar (Burma);12.19904,98.92884;Myan Naing Myint Oil Palm Plantation;;Between Tanintharyi and Myeik Township. Exact location is not known
C49QGpSE;6028;Coordinates;Bokpyin, Kawthoung, Myanmar (Burma);10.62707,98.6045;Po Kaung Oil Palm Plantation;;"Location of company office is given on a map cited in sources.
(Kawthoung District, Tanintharyi Region)"
cotTO3lm;6029;Coordinates;Bokpyin, Kawthoung, Myanmar (Burma);12.36807,99.0418;South Dagon Oil Palm Plantation;;"location of South Dagon oil palm mill is given on a map cited in sources.
(Bokpyin Township, Tanintharyi Region)"
pnqp2ZH4;6030;Coordinates;Dawei, Myanmar (Burma);14.42515,98.11108;Steel Stone Oil Palm Plantation;;Dawei District (exact location unknown)
3RMNE2CB;6031;Coordinates;Bokpyin, Kawthaung, Myanmar (Burma);10.97161,98.80359;;;
S9BjFWsK;6032;Administrative region;Bokepyin, Kaw Thaung District, Myanmar (Burma);11.2562,98.76188;;;
v-xfbtEW;6033;Coordinates;;10.71573,98.60201;Aung Zin Mar Oil Palm Plantation;;"Kawthoung District, Tanintharyi Region of southern Myanmar (Exact location provided in youtube video: ""Aung Zin Mar Oil Palm Plantation"") and coordinates extracted via Google Earth Pro"
gCbdSH_O;6034;Administrative region;Kawthoung, Myanmar (Burma);10.22412,98.5824;;;Kawthoung District (exact location unknown)
VdKwniR0;6035;Administrative region;Kawthoung, Myanmar (Burma);9.99581,98.55287;;;Kawthoung District (exact location unknown)
BbCqN6eH;6036;Administrative region;Vendychany, Vinnyts'ka oblast, Ukraine, 24032;48.6184,27.8023;;;
MwLq14j_;6037;Administrative region;Lai Zar, Myanmar (Burma);25.17233,97.50101;;;Hkaya area lies off the main paved road 60 miles east of Kachin State’s provincial capital. he concession is located in the high-value forest areas of both Bun Sun and Thein Daw forest reserves. (exact location unknown, not found)
CjBbRjdj;6038;Administrative region;Toungup, Myanmar (Burma);18.84848,94.24872;;;Nay Pu Taung, Taungup Township, Tandwe district Rakhine State
9kWXasBR;6039;Coordinates;Kyaukme, Myanmar (Burma);22.57778,96.49306;;;"Yadanar Theingi Mine. Naung Cho (Nawnghkio) township, Kyaukme Ddistrict, Northern Shan State
22.5777777778, 96.4930555556"
GJtsVB80;6040;Exact location;Mawlamyine, Myanmar (Burma);16.20767,98.83647;;;Mawkhi- Walei track, Myawaddy township, Kayin state
b3lTXuSL;6041;Administrative region;Kono, Sierra Leone;8.76633,-10.89031;;;eastern Sierra Leone, Nimiyama Chiefdom
5hVaJdoV;6042;Administrative region;Buzhanka, Cherkas'ka oblast, Ukraine, 19333;49.23706,30.73745;;;
l_UgpNCn;6042;Administrative region;Lysyanka, Cherkas'ka oblast, Ukraine, 19300;49.26269,30.83072;;;
mL2kjOHR;6043;Administrative region;Luka, Kyivs'ka oblast, Ukraine, 08114;50.36901,30.16928;;;
F9Nmdm_Z;6044;Administrative region;Oyo, Nigeria;8.11957,3.41955;;;
ZHTlARWj;6045;Administrative region;Smil'chyntsi, Cherkas'ka oblast, Ukraine;49.19131,30.83582;;;
PAuV7Nbq;6045;Administrative region;Lysyanka, Cherkas'ka oblast, Ukraine, 19300;49.26269,30.83072;;;
s4d4x1OW;6046;Administrative region;Smil'chyntsi, Cherkas'ka oblast, Ukraine;49.19131,30.83582;;;
JrKehDRM;6046;Administrative region;Lysyanka, Cherkas'ka oblast, Ukraine, 19300;49.26269,30.83072;;;
vp4kCOXf;6046;Approximate location;Торчиця, Київська область, Україна;49.43154,30.01805;;;
jrt7t1bZ;6046;Approximate location;Станіславчик, Київська область, Україна;49.33441,30.38484;;;
cHoClboH;6046;Approximate location;Luka, Київська область, Україна;50.36901,30.16928;;;
7bxUqFth;6046;Approximate location;Ясенівка, Київська область, Україна;49.45246,30.28576;;;
Pk8snIKw;6046;Approximate location;Красилівка, Київська область, Україна;50.52149,30.90662;;;
uTULX5qP;6046;Approximate location;Іванівка, Київська область, Україна;49.86975,30.39596;;;
zydaghT_;6046;Approximate location;Косяківка, Київська область, Україна;49.361,30.55762;;;
NDYxjEDp;6046;Approximate location;Бужанка, Черкаська область, Україна;49.23706,30.73744;;;
z7f2-U8H;6047;Administrative region;Tourou, Benin;9.34436,2.54703;;;
xhlFXHgn;6048;Administrative region;Kwale, Kenya;-4.18161,39.46056;;;South coast of Kenya
Yu3kbpoP;6049;Administrative region;Kryklyvets', Vinnyts'ka oblast, Ukraine, 24641;48.32187,28.97845;;;
Yy-_8CLO;6049;Administrative region;Zelenyanka, Vinnyts'ka oblast, Ukraine, 24626;48.34589,28.87606;;;
tWejE443;6049;Administrative region;Krasnosilka, Vinnyts'ka oblast, Ukraine, 24421;48.50251,29.62149;;;
VXtdlmEc;6050;Approximate location;Buipe, Ghana;8.7866,-1.46522;;;
C0f4p7Mu;6051;Country;Côte d'Ivoire;7.53999,-5.54708;;;3 plantations
G5abK108;6052;Country;Côte d'Ivoire;7.53999,-5.54708;;;
u1VdJYwE;6053;Administrative region;Dzhuryn, Vinnyts'ka oblast, Ukraine, 23545;48.68263,28.28921;;;
ZH0ybNrd;6054;Administrative region;Lysyanka, Cherkas'ka oblast, Ukraine, 19300;49.26269,30.83072;;;
MrVH7yMG;6055;Administrative region;Tema, Ghana;5.73481,0.03024;;;Tema Free Zone Enclave. Contract farmers in Bia West and Juaboso district.
sssZVjMr;6056;Administrative region;Kosyakivka, Kyivs'ka oblast, Ukraine, 09552;49.36101,30.55762;;;
LTgCuv0-;6056;Approximate location;Чапаєвка, Київська область, Україна;49.38427,30.44406;;;
QaIvGmY9;6057;Coordinates;Atebubu, Ghana;7.62824,-0.81078;;;"Atebubu and Sene Districts of the Brong Ahafo Region.

Spatial data derived from the Mapathon 2020."
3TFfSa1l;6058;Administrative region;Bié Province, Angola;-12.40129,16.93294;;;commune of Ringoma
N73hX1WK;6059;Administrative region;Fedyukivka, Cherkas'ka oblast, Ukraine, 19312;49.32831,30.46359;;;
moF-Zgdt;6060;Approximate location;Moivka, Vinnyts'ka oblast, Ukraine, 24133;48.46179,28.22106;;;
EVhxL9OE;6060;Administrative region;Mazurivka, Vinnyts'ka oblast, Ukraine, 24106;48.53729,28.14102;;;
0OMFdN8J;6060;Administrative region;Sokil, Vinnyts'ka oblast, Ukraine, 24124;48.48268,28.16288;;;
pRZiCKdP;6060;Administrative region;Chernivtsi, Vinnyts'ka oblast, Ukraine, 24100;48.54048,28.10855;;;
dT-4g0I3;6061;Administrative region;Znamianka, Odessa Oblast, Ukraine, 67211;47.017,30.29563;;;
YCZc6aoy;6063;Administrative region;Бериславський район, Херсонська область, Україна;46.95713,33.42074;;;
aDfFJ3Br;6064;Administrative region;Rymarivka, Odessa Oblast, Ukraine, 67952;47.34078,29.42102;;;
Lo3qTmbD;6064;Approximate location;Окни, Одеська область, Україна;47.53571,29.45623;;;
fOZpkAEV;6065;Administrative region;Sakhans'ke, Odessa Oblast, Ukraine, 66842;47.26984,30.03223;;;
UworyyB_;6066;Administrative region;Katanga, Democratic Republic of the Congo;-8.88511,26.41939;;;
nj6PcTLF;6068;Country;Benin;9.30769,2.31583;;;location within Benin unknown.
rEkeiQRF;6069;Administrative region;Tymoshivka, Cherkas'ka oblast, Ukraine, 20815;48.9686,32.07074;;;
cCK_bytT;6070;Approximate location;Paksong, Laos;15.1767,106.23456;;;Paksong on Bolaven Plateau
73-31gFz;6071;Administrative region;Proskurivka, Khmel'nyts'ka oblast, Ukraine, 32164;49.02396,27.01106;;;
j05yDT9c;6071;Approximate location;Великі Зозулинці, Хмельницька область, Україна;49.67378,26.65141;;;
Ha96o0x9;6072;Administrative region;Antonivka, Odessa Oblast, Ukraine, 67432;46.77018,30.09837;;;
LK7JrihZ;6073;Administrative region;Rohy, Cherkas'ka oblast, Ukraine, 20145;48.87219,30.44446;;;
vxWdYbHZ;6073;Administrative region;Дмитрушки, Черкаська область, Україна;48.79787,30.28119;;;
_WQiEc4f;6074;Exact location;Athi River, Kenya;-1.47986,37.03459;;;
W0wdQoOC;6075;Administrative region;Nyahururu, Kenya;0.03516,36.36429;;;
8YGQYFx3;6078;Approximate location;Романівська селищна рада, Сергія Лялевича, Романів, Житомирська область, Україна;50.14734,27.93119;;;The company leases 1111 ha in Romaniv village
2vs28IvY;6078;Administrative region;Миропіль, Житомирська область, Україна;50.10689,27.70776;;;
6acssQ8a;6078;Administrative region;Юрівка, Житомирська область, Україна;50.78741,29.27349;;;
LgTzhAO7;6079;Approximate location;Lykholitky, Chernihivs'ka oblast, Ukraine, 17000;50.94493,31.14596;;;
pVxIfOM3;6083;Administrative region;Mtwara, Tanzania;-10.31122,40.17598;Mikindani (or Kabisela) estate;;
61cJGlAK;6084;Administrative region;Korshachyna, Sums'ka oblast, Ukraine, 41852;51.01715,34.4958;;;
hzFRAve5;6084;Administrative region;Serhiivka, Sums'ka oblast, Ukraine, 41843;51.05724,34.10072;;;
CrSkV0gB;6084;Approximate location;Білопілля, Сумська область, Україна;51.1494,34.31752;;;
rzu4qtSY;6084;Approximate location;Ворожба, Сумська область, Україна;51.16578,34.23271;;;
uofpRPqb;6084;Approximate location;Гуринівка, Сумська область, Україна;51.15966,34.41547;;;
eMVZ5DyA;6084;Approximate location;Кальченки, Сумська область, Україна;51.0953,34.15083;;;
WLMRMY8e;6084;Approximate location;Куянівка, Сумська область, Україна;51.06854,34.1914;;;
gX7AqSG8;6084;Approximate location;Нові Вирки, Сумська область, Україна;51.22023,34.1713;;;
p6foM-IX;6084;Approximate location;Рижівка, Сумська область, Україна;51.25142,34.24705;;;
-uXIsJIu;6084;Approximate location;Супрунівка, Сумська область, Україна;51.00703,34.12746;;;
-ak8zROn;6084;Approximate location;Шкуратівка, Сумська область, Україна;51.13339,34.17422;;;
WUOZGldV;6085;Administrative region;Bilopillya, Sums'ka oblast, Ukraine, 41800;51.1494,34.31752;;;
tfypQrQs;6085;Approximate location;Верхосулка, Сумська область, Україна;50.84369,34.25064;;;
TPw-EP_d;6085;Approximate location;Воронівка, Сумська область, Україна;51.09958,34.2937;;;
xj91l4cx;6085;Approximate location;Іскрисківщина, Сумська область, Україна;51.24012,34.38784;;;
ef1DKv6u;6085;Approximate location;Куянівка, Сумська область, Україна;51.06854,34.1914;;;
YwstxUJ4;6085;Approximate location;Кальченки, Сумська область, Україна;51.0953,34.15083;;;
h3ivV892;6085;Approximate location;Нові Вирки, Сумська область, Україна;51.22023,34.1713;;;
rX7bDQuv;6085;Approximate location;Супрунівка, Сумська область, Україна;51.00703,34.12746;;;
9e2Uysyc;6085;Approximate location;Улянівка, Сумська область, Україна;50.97611,34.29595;;;
AgFBx37q;6085;Approximate location;Рижівка, Сумська область, Україна;51.25142,34.24705;;;
7pIrttZt;6085;Approximate location;Шкуратівка, Сумська область, Україна;51.13339,34.17422;;;
znkiZ7Rq;6085;Approximate location;Ворожба, Сумська область, Україна;51.16578,34.23271;;;
Yew62y3K;6085;Approximate location;Білопілля, Сумська область, Україна;51.1494,34.31752;;;
28klFf2S;6086;Approximate location;Novi Vyrky, Sums'ka oblast, Ukraine, 41817;51.22024,34.1713;;;
HmUlc7Nn;6087;Approximate location;Moskalenky, Sums'ka oblast, Ukraine, 41841;51.06806,34.25512;;;
4gII-yjR;6087;Administrative region;Bilopillya, Sums'ka oblast, Ukraine, 41800;51.1494,34.31752;;;
qQIUyHCI;6088;Administrative region;Monastyryshche, Cherkas'ka oblast, Ukraine;48.99654,29.79993;;Overall, the company leases land in 25 villages within indicated area ;
DY4D40U8;6088;Administrative region;Христинівський район, Черкаська область, Україна;48.80557,29.97609;;;
v6o445Fr;6088;Administrative region;Оратівський район, Вінницька область, Україна;49.19409,29.53093;;;
xA709_SP;6088;Approximate location;Іллінецький район, Вінницька область, Україна;49.05413,29.32937;;;
oH4-Tkxz;6088;Approximate location;Шабастівка, Черкаська область, Україна;49.05368,29.73482;;;
mZab-xoX;6089;Approximate location;Ternivka, Vinnytsia Oblast, Україна;48.53728,29.97159;;;
ICcFhEFp;6089;Approximate location;;48.5364,29.91393;;Berezivka village ;
rR4Kg2la;6089;Approximate location;Serebriia, Вінницька область, Україна;48.55229,29.92867;;;
hvhxYMw6;6089;Approximate location;Верхня Слобідка, Вінницька область, Україна;48.18564,28.5843;;;
1U3vwifp;6089;Approximate location;Hrabarivka, Вінницька область, Україна;48.16044,28.63739;;;
E66DuJjB;6089;Approximate location;Буди, Вінницька область, Україна;48.46885,29.23434;;;
FUZDeToJ;6089;Approximate location;Торканівка, Вінницька область, Україна;48.32283,29.1521;;;
6WEOARHK;6089;Approximate location;Демівка, Вінницька область, Україна;48.14694,29.57715;;;
qABC4Wlf;6089;Approximate location;Рогізка, Вінницька область, Україна;48.24625,29.44151;;;
E31VDvu7;6090;Administrative region;Orativ, Vinnyts'ka oblast, Ukraine, 22600;49.19409,29.53094;;;
Y6bgCEkh;6090;Approximate location;Chahiv, Vinnyts'ka oblast, Ukraine, 22635;49.21585,29.329;;;
46BIrZvS;6090;Approximate location;Yakymivka, Вінницька область, Україна;49.28509,29.52265;;;
fqjwIWzz;6090;Approximate location;Закриниччя, Вінницька область, Україна;49.339,29.50104;;;
jDiV_i4o;6090;Approximate location;Mervyn, Вінницька область, Україна;49.1935,29.35961;;;
QlGlG9uH;6091;Administrative region;Tyvriv, Vinnyts'ka oblast, Ukraine, 23300;49.01301,28.50422;;;
uXohja4k;6091;Approximate location;Kolyukhiv, Вінницька область, Україна;48.9891,28.63357;;;
9dZLufpW;6091;Approximate location;Voroshylivka, Вінницька область, Україна;49.04193,28.33483;;;
RWOvSrq7;6091;Approximate location;Sutysky, Вінницька область, Україна;49.0419,28.41699;;;
sHH5VsUr;6091;Approximate location;Ryzhavka, Вінницька область, Україна;49.03001,28.29221;;;
bnSw0PIU;6091;Approximate location;Pultivtsi, Вінницька область, Україна;49.18345,28.18955;;;
L1GSu9HN;6091;Approximate location;Khyzhyntsi, Вінницька область, Україна;49.17769,28.56592;;;
i5OYPH7C;6092;Administrative region;Srpska Crnja, Serbia;45.73333,20.66931;;;
W2FNzkhB;6093;Administrative region;Zboriv, Ternopil's'ka oblast, Ukraine, 47201;49.6607,25.14347;;;
NAyR7r_M;6093;Administrative region;Zbarazh, Ternopil's'ka oblast, Ukraine, 47300;49.66698,25.77231;;;
Jg4dJmhM;6093;Administrative region;Ternopil, Ternopil's'ka oblast, Ukraine, 46001;49.55352,25.59477;;;
p0A1KNWn;6094;Administrative region;Teleorman County, Romania;44.01605,25.29866;;;
JtItKdO5;6094;Administrative region;Conțești 147085, Romania;43.79298,25.49299;;;
ruvOuJqS;6095;Country;Egypt;26.82055,30.8025;;;Ramadan City
9lfskATE;6096;Approximate location;Petris, Romania;46.09269,22.38089;;;
9uDVNamS;6097;Approximate location;Giulvăz 307225, Romania;45.54651,20.99018;;;
5UoS0v4D;6098;Administrative region;Caraș-Severin County, Romania;45.11396,22.0741;;;
970NNdKb;6099;Country;Bulgaria;42.73388,25.48583;;;
2j3kr9Ax;6100;Administrative region;Pravdinsk, Kaliningrad Oblast, Russia, 238400;54.44131,21.01198;;;
vAgplfwg;6100;Administrative region;Guryevsk, Kaliningrad Oblast, Russia, 238300;54.78012,20.6099;;;
jhjhMgoK;6101;Exact location;Yelkhovka, Nizhny Novgorod Oblast, Russia, 606380;55.58536,44.29143;;Pig farm;
ouHmx72B;6101;Administrative region;Bolshemurashkinsky District, Nizhny Novgorod Oblast, Russia;55.86056,44.75703;;;
gE1Gga8X;6101;Approximate location;Вад, Нижньогородська область, Росія;55.53019,44.20214;;;
